n,dim,mode,index,upload_s,index_s,req_p50,req_p95,req_p99,srv_p50,srv_p95,srv_p99,rps
10000000,256,fp32,hnsw,303.34,9391.0,44.088432,64.49824,79.28517,44.084568,64.495,79.28177,0.11293738
